audspec_lengthL1norm_sma_amean,pcm_fftMag_spectralFlux_sma_amean,pcm_fftMag_spectralVariance_sma_amean,pcm_fftMag_spectralKurtosis_sma_stddev,pcm_fftMag_mfcc_sma[1]_amean,voicingFinalUnclipped_sma_de_stddev,audspec_lengthL1norm_sma_de_stddev,pcm_zcr_sma_de_stddev,pcm_fftMag_spectralEntropy_sma_de_stddev,pcm_fftMag_psySharpness_sma_de_stddev,v,a,song_id
1.527480571,4.33518104,-0.818674168,-0.050769275,1.196327503,-0.557512644,0.285671933,-0.852098912,-0.499209827,-0.849224188,-0.215939362,0.281030414,103
-0.556420383,-0.347956962,-0.218953946,-0.305291173,-0.297604673,-0.180943619,0.580604977,-0.014032684,0.041584717,-0.03356034,0.2596,0.377883333,1030
0.076314954,0.048731297,-0.411774489,-0.270983344,0.109954154,-0.445171274,-0.367034375,-0.395649081,-0.422420217,-0.525727039,0.181016667,0.3056,1031
-0.517995677,-0.804255343,-0.66964187,-0.406798454,1.215930379,-0.557794437,-0.60853224,-0.65117378,-0.435634941,-0.646058311,-0.142183333,0.106983333,1032
0.564369711,0.159055512,-0.382304021,-0.453064114,-0.141956558,-0.470720482,-0.910852233,-0.614580253,-0.326286535,-0.591577349,0.187533333,0.3509,1033
-0.858102935,-1.075324012,-0.648312899,-0.204331649,0.802719778,-0.941877935,-1.238243682,-0.889262778,-0.898045118,-0.842833185,-0.0995,-0.072333333,1034
0.175868897,-0.391639033,-0.39972938,-0.453293748,0.033821142,-0.415864829,-0.812488824,-0.574935579,-0.362263076,-0.474465472,0.008483333,-0.02185,1035
-0.103476638,-0.554937633,0.141503882,-0.419590671,-0.281398285,-0.473162685,-0.501840997,0.241196257,-0.291400802,0.006831308,-0.02,-0.169183333,1036
0.064013277,0.139137048,0.624477695,-0.340061398,-0.493263977,0.234043149,0.69575866,0.958878997,0.637222173,0.76980379,0.199183333,0.221233333,1037
-0.206314329,0.27494865,0.107130422,-0.262624417,0.051635462,0.053977591,0.650233022,1.088730678,0.482428763,1.080944677,0.1332,0.221533333,1038
-0.294058953,-0.356702724,-0.23544744,-0.280873672,-0.276701512,0.046463118,-0.048639156,-0.230239417,-0.155123004,-0.228500559,0.288466667,0.130283333,1039
2.199367653,1.285322416,-0.3462692,-0.430247878,0.197815129,-0.581652888,0.456419079,-0.293484996,-0.443498306,-0.420927461,-0.383594887,0.421212639,104
-0.145139659,-0.327544802,0.041107095,-0.408257468,-0.575818141,0.313132977,0.47670094,0.091084223,0.243483169,0.023773435,0.39165,0.2963,1040
-0.286726907,-0.116241301,0.248474465,-0.243207798,-0.830570004,0.672324783,0.387916475,0.603047479,0.361732783,0.57443432,0.28175,0.2669,1041
-0.501994058,-0.31569831,-0.462072165,0.069155359,0.326957462,-0.347764918,-0.116872008,-0.035942641,0.113685337,-0.121352758,0.294433333,0.224566667,1042
-0.518005331,-0.271582593,0.359290816,-0.313016613,-0.433382809,3.239926255,2.022888069,0.742541229,0.921965883,0.87166454,0.057033333,0.311466667,1043
0.137315167,-0.46376845,-0.008377858,-0.443746794,-0.762840306,0.288335216,1.050058758,-0.151233186,0.154572796,-0.179398351,0.552566667,0.501,1044
-0.583850997,-0.702173668,-0.664975118,-0.300512099,0.0847207,-0.282389004,-0.139533464,-0.647368709,-0.444219243,-0.664903601,-0.023366667,0.011366667,1045
0.233618897,-0.099159775,0.064279767,-0.375264517,-0.402278411,-0.251579665,-0.235695312,0.049211462,-0.013400125,0.063052637,0.25465,0.414716667,1046
-0.14171957,-0.786297901,-0.055183608,-0.439421899,-0.736206279,-0.147879938,-0.06482804,-0.108414997,0.031714018,-0.249431202,0.345583333,0.287916667,1047
0.81258878,0.400801135,0.074457866,-0.457899667,-1.010088816,-0.024642582,-0.811695479,-0.364801589,0.091081565,-0.348147077,0.050666667,0.5064,1048
0.638361533,0.208965718,0.77782505,-0.454324757,-1.081018407,-0.281637556,-0.38064507,0.05160121,0.259484892,-0.002693325,0.182816667,0.6233,1049
1.463057219,2.45250802,-0.188264977,-0.375053771,-0.208120794,-0.005104952,1.008956424,-0.015054706,-0.101849593,-0.229084237,0.088525223,0.369118625,105
0.012548672,-0.152670732,-0.426108847,-0.410319328,-0.50531525,-0.269990123,-0.142298293,-0.595050302,-0.116257111,-0.487228077,0.279766667,0.37655,1050
-0.252739902,0.350238642,-0.49431606,-0.230389355,0.00797468,-0.522570345,-0.710800269,-0.41448134,-0.271793304,-0.612126405,0.168416667,0.239133333,1051
0.171624163,0.052699603,-0.119370454,-0.402098908,-0.80752285,-0.475135234,-0.504528933,-0.292117303,0.0413139,-0.372497797,-0.022883333,0.542316667,1052
0.194628057,0.46654348,0.664562578,-0.437795109,-1.455100632,0.557447278,-0.435869498,0.14704943,0.290445836,-0.010444743,0.088633333,0.435216667,1053
0.857851393,0.442928057,0.025099593,-0.451350881,-0.909790305,-0.102135584,-0.653825959,-0.393563758,-0.113571639,-0.404187168,-0.208666667,0.65265,1054
0.932575581,0.713301431,-0.139274753,-0.449236296,-0.855669766,-0.380358944,-0.509695989,-0.489667513,-0.262783932,-0.515314307,-0.07225,0.523633333,1055
-0.57111041,-0.443085344,-0.124196755,-0.412097781,-0.366360133,-0.30568387,-0.915749961,-0.318726904,-0.376583938,-0.452767352,0.06635,0.50715,1056
0.489418796,0.397424082,1.490357998,-0.445190532,-1.145805828,0.000812695,-0.527958844,0.25338892,0.447280673,0.205720993,-0.006433333,0.673066667,1057
0.55513524,0.359449766,2.027455091,-0.453018372,-1.2990885,0.229628396,-0.579714053,0.46186402,0.715042237,0.34899669,-0.194,0.556883333,1058
0.484342499,0.470994732,1.866901738,-0.454270977,-1.651887802,0.524571459,-0.365899121,0.384315174,0.407429326,0.247862308,-0.157183333,0.708066667,1059
0.540798581,-0.036137724,-0.452341355,-0.125019193,0.245319423,-0.422252131,0.372468675,-0.428607537,-0.355512781,-0.308056878,-0.209003154,0.000625166,106
0.722174722,0.322493885,0.606813564,-0.419993295,-0.861828866,-0.070011212,-0.407088976,0.058345614,0.044828371,-0.006812446,0.202666667,0.5139,1060
0.884901855,0.262652919,0.803058776,-0.459278582,-1.138667917,0.143118026,-0.295111219,0.208062556,-0.117886222,0.07005933,0.5872,0.51155,1061
-0.305152197,-0.830249744,-0.407361027,-0.42892565,-0.37580872,0.174490951,0.339201854,-0.010749635,-0.102412705,0.015899677,0.054133333,0.303783333,1062
0.574751959,0.115455298,0.205872361,-0.438969615,-1.078491283,-0.15530048,-0.578514224,-0.286477641,-0.1050113,-0.252886024,0.155883333,0.4935,1063
0.751889019,-0.159122951,2.232589707,-0.467187461,-1.533950537,0.240618313,-0.957245322,0.188630376,-0.151385541,0.09667446,0.05445,0.65055,1064
0.604395926,0.918260701,-0.458243307,-0.349837167,-0.364939117,0.239679004,-0.54663251,-0.434142457,0.350906082,-0.404179893,0.2544,0.48545,1065
-0.177525466,0.100697714,1.111928848,-0.0941726,-0.36167648,0.949984558,0.790722582,1.754099083,0.762843341,1.591907889,0.363533333,0.403533333,1066
-0.490996478,-0.490859276,-0.505086826,-0.373577965,1.164091652,-0.404311327,-0.666833654,-0.28928444,-0.442942755,-0.253985771,-0.004433333,-0.00112963,1067
-0.125730721,0.159853509,0.084468002,-0.339500936,-0.400204195,-0.407974633,-0.441725296,-0.026504781,-0.205037078,-0.182259708,0.397166667,0.32675,1068
0.475978852,-0.463153513,0.253224691,-0.445262188,-1.679510935,1.513570028,-0.085719009,-0.438011189,0.262453501,-0.118459867,0.00225,0.35315,1069
3.716614286,3.209154359,-0.37082586,-0.448625486,-0.079156195,-0.543423007,0.577607126,-0.44918678,-0.492765976,-0.421921949,-0.091311391,0.273826002,107
-0.528524052,-0.444977997,-0.44401139,-0.243312598,-0.218887014,0.386774811,-0.163707916,0.109062603,0.524489247,0.365353051,0.034933333,0.369383333,1070
-0.808814617,-0.609370932,0.03810741,-0.099259193,0.270352947,0.277814954,0.995480654,0.841199845,0.537430217,0.619764136,0.37,0.276466667,1071
-0.475416264,-0.076150923,0.930391542,-0.274877513,-0.142482502,0.618878094,0.759602787,2.67771669,1.035217884,2.980032417,0.374566667,0.391116667,1072
-0.722177037,0.08807878,-0.402385089,1.442953379,0.548324371,0.016029503,0.406024447,0.090335804,0.36061122,0.065647494,0.3351,0.125483333,1073
-0.531346708,-0.304693958,0.810161355,-0.129131579,-0.484363918,0.701349435,1.15234631,2.046003424,0.982260905,1.989358724,0.454566667,0.4729,1074
-0.358389358,0.059493281,0.83367105,-0.083939424,-0.358986929,0.533400965,1.576371156,2.293081302,0.986783916,2.375777213,0.41315,0.539533333,1075
-0.788166366,-0.224385769,1.324980537,1.176558959,-0.874831607,1.037809961,0.863412459,2.310400954,2.041024192,2.125568364,0.34955,0.4184,1076
-0.855520203,-0.461135884,0.521816815,1.124455271,-0.072146875,0.366485735,0.87651744,1.517583843,4.708675889,1.248261089,0.35315,0.157316667,1077
-0.643945099,-0.096996384,1.577305076,-0.15883033,-0.693053205,1.558187211,1.558240155,3.136975764,1.823229199,4.310741962,0.39975,0.475283333,1078
0.506753283,-0.102893146,0.063679906,-0.431700327,-0.762300371,0.791429179,0.426684657,0.124543102,0.25673327,0.163599954,0.488066667,0.4707,1079
-1.141845192,-0.990195586,6.321356543,-0.411792759,-2.201804499,1.151372433,0.017209962,3.84021889,1.061905818,5.392065899,-0.126022444,-0.049430785,108
-0.66883496,0.126263943,4.146749587,-0.013653273,-1.031701097,0.616717683,0.836051268,3.974421253,1.157075622,4.042194954,0.380516667,0.235883333,1080
-0.72700168,-0.591456548,-0.718677478,0.041014786,0.57594674,0.002973106,-0.266648968,-0.647114425,-0.346198286,-0.455565445,0.174366667,0.021983333,1081
-0.61657228,-0.527018414,1.084996048,-0.371991774,-0.288830046,0.550872114,1.131014821,2.901570675,0.642383805,2.761935122,0.538066667,0.45285,1082
-0.077133781,-0.345805739,1.309134308,-0.419849041,-0.435047778,0.286362667,0.706710854,2.160901808,0.588317958,2.01733933,0.3883,0.47675,1083
-0.544416726,0.041396211,-0.662962194,-0.1272613,0.525647503,-0.699160459,-0.261813463,-0.568888964,-0.536366711,-0.661790896,0.242883333,0.034383333,1084
-0.589983171,-0.575155247,0.003190128,1.401593118,-0.747944599,0.410821125,2.489027959,0.808044934,1.365111639,0.536981697,0.45595,0.34665,1085
-1.137105344,-0.981939569,-0.293123208,0.19161955,0.2270055,-0.279383214,-0.618201873,0.053981281,0.222668557,0.185626648,0.312633333,0.19395,1086
0.097075946,-0.333574206,0.612865477,-0.261921606,-0.753400025,5.309130309,0.749055215,0.723031118,0.769545718,0.581335787,0.252183333,0.519633333,1087
1.076281405,-0.005621534,2.187684183,-0.464428712,-1.585752862,0.624044294,0.69076148,0.520823033,0.188368801,0.598063902,0.5605,0.46345,1088
0.569933422,-0.2679668,2.831509267,-0.460974723,-1.868637847,1.126011087,0.080792167,1.048527231,1.008894861,1.247376694,0.475283333,0.469366667,1089
3.445462834,3.279527404,-0.504074948,0.141679052,0.016524668,-0.399051196,2.352175117,-0.334598978,-0.145180327,-0.370059121,0.020692082,0.02319079,109
-0.152573447,0.074295556,2.424874336,-0.336796681,-1.385492305,0.031903827,0.30891652,2.275256601,1.143922729,2.095393976,0.381366667,0.495916667,1090
-0.076544386,-0.105568745,0.007556074,-0.212403056,-0.109035308,1.11398793,0.917864245,0.33109669,0.589299621,0.442018264,0.266216667,0.385183333,1091
-0.313229434,0.125249221,0.190987376,1.794355482,-0.703960179,5.454629291,0.707982865,0.873042123,1.294218153,1.433409881,0.436783333,0.520316667,1092
0.230050851,0.150942023,0.819855945,-0.429975219,-0.648876298,0.246442029,0.439520776,0.863431689,0.381202799,0.374623797,0.42395,0.494416667,1093
-0.615773646,-0.222716215,2.235778191,1.503777028,-1.563777942,3.079492257,2.120655505,3.260040751,3.373923661,3.418208848,0.38195,0.439316667,1094
0.524295209,-0.288740669,1.472308473,-0.456464443,-1.332169307,0.480517861,0.037433759,0.244354786,0.336037842,0.278496041,0.462983333,0.481233333,1095
-1.286066451,-0.603181464,-0.602139577,3.354199989,0.995593072,1.961808339,1.005992105,0.190325396,0.636077813,0.373583866,-0.071716667,0.07235,1096
0.469800253,-0.241523658,-0.601899035,-0.350635377,-0.064223247,-0.010459014,-0.112303768,-0.689573,-0.186266587,-0.557108076,0.300366667,0.344816667,1097
0.513757002,0.337456002,2.290126164,-0.460426874,-1.297485504,0.143587681,0.076691839,0.292922171,0.260008923,0.127195525,0.502183333,0.499483333,1098
0.157747258,0.140060662,1.105217133,-0.370380062,-0.841969586,0.375033448,0.677648215,1.548539011,0.829380913,1.626817706,0.365783333,0.518116667,1099
3.193341811,4.336625526,-0.717630203,-0.141591471,0.821380756,-0.467151107,2.165422033,-0.600676998,-0.308384445,-0.545763812,-0.362308519,-0.173156483,110
0.195066575,0.457217687,-0.382025818,-0.313653722,0.304763014,-0.351146431,0.823841836,-0.026627802,0.005288529,-0.308671282,0.381683333,0.4279,1100
-0.867027182,-0.614475971,-0.830167748,-0.363302847,2.06958719,-0.635287439,-1.291128073,-1.049879785,-0.753108285,-0.853716544,0.00365,-0.052716667,1101
-0.657838604,-1.250233623,-0.022670071,-0.462349722,-3.561356176,-0.848322747,-0.475938475,-0.215678933,-0.415395816,-0.410965929,-0.450233333,0.08115,1102
-1.408825794,-0.909580129,-0.877101106,-0.079740305,2.914506389,-0.936148149,-1.298844533,-1.138195642,-1.03232212,-0.979169968,-0.230366667,-0.1964,1103
-0.354286789,-0.518306579,0.192821637,-0.331120834,-0.309850668,-0.001535578,-0.52766673,-0.050093143,-0.243091754,-0.117273875,0.2227,0.358166667,1104
-0.594849054,-0.907512831,-0.357238728,-0.23283161,-0.049081275,0.056138002,0.139340571,-0.055629561,0.095342485,0.087253088,-0.156066667,0.026366667,1105
0.503279415,-0.503337618,-0.214335791,-0.459389613,-0.745506289,0.052756489,-0.443823774,-0.591665442,-0.645521293,-0.480509926,-0.2652,0.042516667,1106
-0.711881549,-0.944649168,-0.768394003,-0.357480777,0.847672166,-0.897354683,-1.036297277,-0.943403037,-0.702334871,-0.822788581,-0.2147,-0.123016667,1107
-0.715942286,-0.922658404,-0.736012363,-0.416970991,0.547222698,-0.473914133,-1.195273079,-0.827972596,-0.347294117,-0.768290879,-0.042966667,-0.076116667,1108
-1.548915525,-1.248630441,-0.869496883,3.122058645,2.107312655,-0.749413497,-1.190398013,-1.088307512,-0.687401002,-0.914309219,-0.201533333,-0.444366667,1109
-0.441336263,-0.801734905,-0.636119677,-0.462803236,1.469499183,-0.15943344,-0.785892049,-0.688663866,-0.266233633,-0.649640152,0.010262562,0.10239538,111
0.161571127,0.264550284,0.018428067,-0.411698,-0.26293353,-0.170893011,0.392172505,0.160368402,0.223357297,0.206113523,0.112016667,0.461516667,1110
-0.786855393,-0.857429317,-0.642071392,-0.310194816,0.974824766,-0.596118249,-1.280044713,-0.830468716,-0.610445938,-0.742142003,-0.112866667,0.073666667,1111
-0.745818355,-1.007591355,-0.369300013,-0.413650706,-0.016268143,-0.77862601,-0.945978045,-0.593334366,-0.679807528,-0.652055783,-0.368566667,-0.237616667,1112
-0.700562134,-0.91840376,-0.84369001,-0.189402239,1.554788833,-0.45719443,-0.898656167,-0.898938795,-0.423013116,-0.682559529,-0.24,-0.025066667,1113
-1.10558243,-0.636884887,-0.863138844,1.067425704,1.708302245,-0.766978577,-1.074687894,-1.043333595,-0.749908374,-0.881671177,-0.333933333,-0.191983333,1114
-0.687541901,-0.804314577,-0.766154485,-0.425158426,1.065075881,-0.607859613,-1.142846022,-0.920517385,-0.669254399,-0.742021025,0.081416667,0.082483333,1115
-1.26870364,-1.241792436,-0.83981761,-0.105349239,1.928323755,-0.732693794,-0.983850959,-0.899502586,-0.761387681,-0.783574307,0.197266667,-0.3016,1116
-0.443349042,-0.137842756,-0.788698186,-0.444692603,1.418907053,-0.690894539,-1.257040259,-0.999936465,-0.701914565,-0.827972999,-0.02255,-0.010366667,1117
-1.345855781,-1.088396404,-0.864554031,-0.158976311,2.523610699,-0.915295487,-1.249754618,-1.003705145,-0.945664515,-0.827266921,0.04315,-0.290616667,1118
-1.417386363,-1.217004214,-0.851848298,0.053849968,2.384873011,-0.84869847,-1.087498369,-1.038741269,-0.898291215,-0.884553979,-0.2494,-0.28705,1119
2.952253081,1.938246752,-0.093261093,-0.442717308,-0.757832079,0.420402078,1.080235721,-0.287550781,0.202237201,-0.360628487,0.280286949,0.362848951,112
-0.679225474,-0.955488899,-0.717305991,-0.441180023,0.757371,-0.484434395,-1.218345711,-0.900712397,-0.567543689,-0.651569479,-0.16325,-0.141066667,1120
-1.323551914,-1.063970245,-0.864092645,-0.050111108,1.656850247,-0.897166821,-1.189623776,-1.039167671,-0.932137134,-0.84291744,-0.128366667,-0.105666667,1121
0.46281548,-0.070864763,-0.096261498,-0.453683913,-0.336488561,-0.462172769,-0.834882931,-0.257652887,-0.397326917,-0.424919265,0.392416667,0.321233333,1122
-0.368235725,-1.046417833,-0.621331701,-0.423157964,0.223874039,-0.793091371,-0.938713321,-0.6117844,-0.70476103,-0.748503155,-0.125883333,-0.091983333,1123
0.364292684,-0.382307237,-0.498329674,-0.455800977,-0.163531214,-0.404874912,-0.134637189,-0.50595123,-0.382951366,-0.48270973,0.18465,0.34625,1124
-0.650718706,-0.421697965,-0.797800224,0.659425743,1.605327872,-0.841090066,-1.121134696,-1.008146399,-0.740443952,-0.878674693,0.036222222,-0.065383333,1125
-1.202075895,-1.048794292,-0.835431015,0.455465572,1.489171377,-0.359130558,-1.047083654,-0.906912103,-0.248016102,-0.738809103,-0.103583333,-0.0168,1126
-1.137138592,-1.25081792,-0.672357313,-0.396533796,0.540110846,-0.682440757,-1.276804538,-0.770173743,-0.505474413,-0.685033508,-0.337566667,-0.058316667,1127
-0.807108474,-1.096426265,-0.85871866,-0.127782523,1.941167523,-0.970620794,-1.039266759,-1.036739154,-0.897665612,-0.898335222,-0.083633333,-0.22645,1128
-0.628720895,-0.11658151,-0.42048318,0.330154046,0.532533348,-0.701884455,-0.89222994,-0.116611703,-0.444840076,-0.224069163,-0.041783333,-0.120783333,1129
1.175941422,2.201746103,-0.509744006,-0.421424156,-0.058446271,-0.295257538,-0.092258214,-0.577365465,-0.160766464,-0.568454022,-0.123326365,0.25055115,113
-0.500879044,0.045918289,-0.822017051,-0.437842828,1.89758667,-0.686291924,-1.264068679,-1.029912778,-0.686907727,-0.839303888,0.086533333,0.01375,1130
-0.283427054,-0.739888281,-0.555833592,-0.460424812,0.088285066,-0.417649516,-1.115742505,-0.709251775,-0.33623608,-0.669725441,-0.06275,-0.1075,1131
-0.821712654,-0.993902409,-0.68130606,-0.312501039,0.445338241,-0.380358944,-1.233168649,-0.879449275,-0.486013628,-0.757767791,0.064883333,-0.0482,1132
-1.011662694,-0.724520181,-0.862507714,-0.262246246,2.850452822,-0.894161032,-1.032048266,-1.047099505,-0.873616244,-0.855148863,0.093333333,-0.186133333,1133
-1.727330211,-0.927063854,-0.85852579,5.850305343,1.262034884,-0.628900137,-0.934895627,-1.026234735,-0.617525871,-0.810880039,-0.203433333,-0.434633333,1134
-1.387018129,-0.84284118,-0.872298506,-0.106284833,2.901634283,-1.030548715,-1.310883895,-1.108044084,-1.004617371,-0.952031503,-0.272316667,-0.183266667,1135
-0.913463671,-0.572268273,-0.873919793,-0.083510296,2.763742261,-0.666378571,-0.992550115,-1.104857536,-0.833759175,-0.932225655,0.069383333,-0.093083333,1136
0.50837806,-0.924610569,-0.492775879,-0.465121223,-1.331780036,-0.676804902,-0.211748926,-0.768686451,-0.40693403,-0.73830023,-0.199016667,0.036983333,1137
-0.508255625,-0.63000828,-0.811613071,-0.42572902,2.628151926,-0.228003006,-0.532107204,-0.851214701,-0.652812564,-0.692547967,0.0509,0.054283333,1138
-1.200671428,-1.143860786,-0.862246022,0.330927203,2.102168403,-0.604384169,-1.004740478,-1.076352095,-0.680334528,-0.877695557,0.289444444,-0.110183333,1139
-0.382635629,-0.797836019,-0.563876089,-0.351633117,0.279633973,-0.09142746,0.065725468,-0.473188871,-0.146358312,-0.428513672,0.262854326,0.143379177,114
0.565932708,0.101787338,-0.633747856,-0.453740403,0.158976439,-0.698315081,-0.21072625,-0.725883345,-0.529506383,-0.656128697,0.358066667,0.303016667,1140
-0.600695734,-0.399832049,0.017763893,-0.347866191,-0.193989661,-0.41389228,-0.041990475,-0.272600221,-0.328966461,-0.41343742,0.080433333,-0.089516667,1141
-1.456013186,-1.247980945,-0.882816211,1.701962238,2.14837838,-0.74978922,-1.032304728,-1.148481745,-0.864936962,-0.975522975,-0.388383333,-0.289166667,1142
0.023725483,-0.294989088,0.067403422,-0.42298742,-0.231585512,0.029367692,0.150233455,0.132768414,0.263472588,0.272194181,-0.18085,0.31885,1143
-0.106582381,-0.26728837,-0.686921667,-0.450859595,0.565165815,-0.584282954,-1.039817341,-0.789798305,-0.607089088,-0.732587923,-0.006433333,0.311133333,1144
-0.732439949,-0.97234199,-0.663134468,-0.445947071,0.265646185,-0.493357831,-1.198884395,-0.81040599,-0.464399991,-0.700380223,0.035716667,-0.016916667,1145
-0.82712011,-0.614475221,-0.799914008,-0.345292631,1.294785642,-0.679904622,-1.121592864,-0.950415898,-0.697085744,-0.821295349,-0.2863,-0.005916667,1146
-0.717361248,-0.593665995,-0.781170898,-0.290335374,1.952778358,-0.468278278,-0.649253867,-0.818123483,-0.501547438,-0.612681509,0.085733333,0.01005,1147
-0.925355502,-1.0298987,-0.847483357,-0.231167806,1.950661881,-0.579586408,-0.788991881,-1.046126287,-0.529282699,-0.865636792,-0.285433333,-0.155383333,1148
-1.051054433,-0.783202491,-0.852831505,-0.193014449,2.406476199,-0.792339923,-1.021810072,-1.07206794,-0.897121676,-0.864670026,-0.1591,-0.210016667,1149
